author_id,name,votes
117818,Libby Hall,2
117824,Gail Stein,5
117841,Steven Mills,1
117843,Kay Stone,1
117845,Dave Stone,5
117866,Noel Burton-Roberts,1
117868,Roderick A. Jacobs,1
117869,Liliane Haegeman,2
117873,Jim Munroe,5
117879,Melissa Nathan,10
117884,Eric Shanower,3
117885,Bob McAdams,1
117887,Tracie Howard,2
117894,Dean Merrill,1
117903,Wayne Rice,1
117904,Joe Friel,4
117912,Daniel M. Doriani,2
117913,Alvar Ellegard,1
117917,Julia DeVillers,2
117919,Joe Nick Patoski,3
117923,Ivan Moscovich,3
117928,Bruce Culver,2
117931,Devin Brown,1
117955,Dotson Rader,1
117958,Joy Jordan-Lake,1
117964,David C. Kang,1
117968,Gavan McCormack,1
117977,Jane Portal,1
117980,Charles Piddock,1
117985,Jo Ann Beard,2
117996,Hyejin Kim,1
118001,Lewis H. Carlson,1
118021,Thomas Steinbeck,2
118064,Pamela Grim,1
118086,John David Jackson,1
118087,Fulvio Melia,2
118102,"Tammy M. ""Gagne"" Proctor",1
118106,Robert Rand,1
118114,Amanda Ford,2
118117,Debra Waterhouse,2
118118,Marylee Knowlton,2
118128,John Mills,1
118133,Suzanne Proulx,1
118135,P.M. Carlson,7
118137,Richard M. Levine,1
118138,Andrea Tone,2
118141,Doreen Moore,1
118143,Paul Shepheard,1
118149,Evelyn A. Crowe,1
118151,Steven F. Havill,11
118172,Lesley Adkins,1
118173,Diane Seed,1
118174,James H.S. McGregor,2
118175,Alexander Stille,7
118177,Peter Connolly,2
118178,Ilene Beckerman,5
118179,George Rosen,1
118185,Jean Anthelme Brillat-Savarin,1
118188,Elaine Bergstrom,6
118198,David Ramsay Steele,2
118205,Carlo Petrini,1
118216,Sue E. Estroff,1
118226,Naomi Alderman,3
118230,Jacalyn Duffin,1
118237,Emile Peynaud,1
118241,Craig Brandon,1
118243,Doug Richmond,1
118245,Jim Steinmeyer,2
118246,Sara Nickerson,1
118247,B. Wilson,1
118248,Edward Wright,4
118250,Kin Platt,3
118251,Janice Greene,1
118253,Steven L. Hilty,1
118259,Anthony A. Barrett,3
118260,Sam Wilkinson,1
118266,John E. Hall,1
118273,Bill Guyton,1
118292,Jane Brooks,1
118294,Robert Buettner,4
118307,John Malcolm,3
118313,Hilary Spurling,6
118329,Constance Brown Kuriyama,1
118333,Qwo-Li Driskill,1
118337,Robin Cross,3
118338,Robyn Karney,1
118346,Linda Bloodworth Thomason,1
118348,Phyllis Limbacher Tildes,5
118349,Michael Freeman,5
118350,Terry Barrett,2
118352,Gloria Kamen,1
118355,Charlotte Cotton,1
118357,Maureen A. Taylor,3
118373,Harry Whittington,2
118380,Stéphane Bourgoin,1
118387,Howard Baker,1
118388,Karen Wright,1
118391,Xavier Herbert,1
118417,Charles Patrick Ewing,1
118456,Janice Thompson,2
118457,Martha Rogers,1
118459,Barbara Youree,1
118474,Charles L. Perdue,1
118488,Jeanne Heuving,1
118493,Marc Alexander,1
118495,James Der Derian,1
118497,Ian James,1
118517,Gerald Abraham,1
118519,Janet Bode,2
118522,Rosemary Lloyd,1
118523,Paul E. Ceruzzi,1
118529,Karen Hunger Parshall,1
118530,Edward L. Rowan,1
118531,Judith E. Walsh,2
118536,E. Howard Hunt,1
118540,Robert E. Pike,1
118549,Dave Gorman,2
118553,Corinne Maier,1
118576,Michael Ventura,2
118586,Adrian Parr,1
118587,Alain Badiou,4
118588,Todd May,2
118598,John Marks,5
118600,Maurice Merleau-Ponty,2
118603,Eric Matthews,3
118606,Paul Magriel,1
118616,Daniel T. Primozic,1
118620,J. du C. Vere Molyneux,1
118630,Stephen Bungay,1
118634,Lou Krieger,1
118636,Peter Harry Brown,1
118637,Shena Mackay,7
118639,Kimberly Brubaker Bradley,9
118663,Linda Kemp,1
118683,Bill Creevy,1
118685,Helen Van Wyk,1
118689,Richard G. Wilkinson,1
118694,Wilhelm Reich,2
118698,Jonathan B. Tucker,2
118700,Walter Abish,4
118706,Linsey Abrams,1
118712,Martin Lindstrom,1
118718,Barbara Mitchels,1
118722,Elaine Magee,5
118725,Barry Silverstein,3
118751,Dave Ulrich,1
118773,Constance L. Hays,2
118782,John Kaufeld,1
118785,Ruth Maran,3
118786,Frederick Busch,12
118787,Alec Klein,2
118788,Martha I. Finney,1
118791,Michael Rosenberg,1
118792,Gina Steer,1
118813,Rebecca O'Connell,2
118817,Norman Gorbaty,1
118827,Marilyn Sachs,13
118832,Carole Lexa Schaefer,4
118835,Richard Leo,1
118838,Oren Harari,3
118840,Felice Haus,1
118844,Marc Arceneaux,1
118846,Leslie Butterfield,1
118855,Theda Skocpol,2
118867,Greg VanWyngarden,1
118882,Jacqueline Pearce,1
118890,Christine Benz,2
118893,John Olson,1
118899,Catherine Barnett,1
118917,Gabriel Kolko,3
118919,Richard S. Dunn,2
118922,David Lonsdale,1
118924,Denes Agay,3
118930,Barry Schwabsky,1
118941,Vincent Tinto,1
118942,Julius Meier-Graefe,1
118945,Eileen Lucas,1
118958,Sara Hawker,1
118962,Miller Williams,5
118967,John Alberti,1
118978,Charles Kaiser,3
118979,K. Michael Hays,1
118983,Tanya Biank,1
118986,William Haywood Henderson,1
118988,David Solnit,1
119003,J.D. McClatchy,8
119004,Michael Waters,1
119006,Ryan G. Van Cleave,2
119008,Stanley Plumly,2
119014,David McNally,2
119015,Bonnie Harris,2
119016,Relentless Aaron,4
119017,Seymour Chwast,3
119023,Michael Bérubé,2
119029,James I. Clark,1
119035,B.C. Aronson,2
119041,Dana Frank,3
119043,Dorothy Day,5
119048,Gordon Parks,6
119060,Crystal L. Downing,1
119068,Hans Kruuk,4
119073,C.J. Date,3
119079,Gennady Spirin,7
119083,David Cassady,2
119085,Malcolm Rose,9
119091,Owen Gingerich,2
119094,Giles Sparrow,4
119099,Chris Impey,1
119100,David Conway,1
119112,J. Kelly Beatty,1
119113,Trudy E. Bell,1
119121,Conn Iggulden,8
119122,Steve Biddulph,1
119123,Elizabeth Hartley-Brewer,4
119124,Meg Hickling,1
119130,David C. Lindberg,2
119131,Matthew Gale,1
119133,Khaled Hroub,1
119134,Khaled Mattawa,1
119144,Mark Axworthy,1
119148,Anna Kavan,14
119161,R. Sean Borgstrom,1
119176,Samuel J. Butcher,2
119178,Michael Treacy,1
119183,Antonio Soler,2
119200,Muni Budhu,1
119201,Braja M. Das,1
119202,R.F. Craig,1
119213,Maria Rius,3
119235,James Parsons,1
119239,Richard Taruskin,1
119241,John P. Kaminski,1
119242,Jean Frenette,1
119254,Scott Shaw,3
119263,Karin Strom,1
119267,Lorna Balian,4
119268,Lilian Moore,1
119269,Colleen Stanley Bare,3
119270,Jeanette Gilge,1
119273,Fran Sciacca,1
119274,Joanna Stubbs,1
119288,Gaston Maspero,2
119290,Fabio Cleto,1
119291,Victor J. Banis,5
119300,Andrew Samuels,1
119301,Caryl Krannich,1
119303,Ronald L. Krannich,3
119312,Sadie Allison,2
119326,Maurizio Viroli,2
119332,Patrick A. McCarthy,1
119341,Mark Dubowski,3
119343,Gill Davies,1
119345,Aaron E. Walsh,1
119357,Debi Gliori,24
119362,Irina Hale,1
119365,Kyle Onstott,1
119367,Bob Vickery,1
119369,David G. Campbell,1
119371,Elliott O'Donnell,2
119376,Gemma Halliday,4
119377,Kenneth S. Krane,1
119378,Bob Curran,7
119402,Theodore Rosengarten,1
119404,John Wranovics,1
119409,Eddy Shah,1
119412,Donald M. Silver,1
119427,Andrew Lansdown,2
119438,Gerry Conlon,1
119439,Selma R. Williams,1
119453,I.G. Currie,1
119548,Michael R. Lindeburg,3
119571,Don Edward Beck,1
119572,M.A. Nowak,1
119582,Donald A. McQuarrie,1
119598,Cay Lang,1
119602,Hendrick C. Van Ness,1
119612,Marc Olden,2
119646,Kyle Baker,7
119649,Emma Drummond,2
119662,Ross McMullin,1
119678,Alan Coren,3
119682,Wynn Wheldon,1
119688,Karl Zimmermann,1
119696,Allan Wolf,3
119697,Wilfrid Mellers,1
119700,Ian Wallace,4
119726,Rachel Spencer,1
119732,Andrea Juno,1
119735,Vicente Aleixandre,1
119740,Betty G. Birney,11
119741,John Milton Gregory,3
119742,Elizabeth Harper Neeld,3
119755,Michelle Paver,15
119771,Joyce Egginton,1
119777,Stephen Molstad,1
119782,Deborah Heiligman,10
119791,Gene Wright,1
119795,Earl Lovelace,5
119803,Warren Belasco,3
119805,Chris Gosden,1
119808,Scott W. Carmichael,1
119814,Laura Kasischke,12
119815,Lucjan Dobroszycki,1
119817,Helena Cobban,1
119822,Adrian Anthony McFarlane,1
119830,Frances Hardinge,5
119835,June Crebbin,2
119836,Da Chen,7
119837,Douglas H. Chadwick,2
119840,Hugh MacLennan,6
119848,Diana Peterfreund,4
119850,Charles Ghigna,3
119867,David Welch,2
119868,Bill Niven,1
119874,Elisabeth Brink,2
119877,Kim McLarin,3
119881,Bernice L. McFadden,8
119885,Benedict Blathwayt,4
119888,Genevieve Cogman,1
119915,Helene P. Foley,1
119916,Robert W. Corrigan,1
119917,H.D.F. Kitto,1
119931,Bill Grossman,1
119933,Susan Fletcher,8
119934,Kelly Doudna,3
119939,Natsuki Ikezawa,2
119944,Costas Douzinas,1
119956,Nancy Kalikow Maxwell,1
119957,Laura Townsend Kane,1
119958,Ian Stevenson,5
119960,Sandy Clifford,1
119965,Cathy Stanton,1
119987,Anna Lowenhaupt Tsing,2
119990,Lisa Rofel,1
120003,Kim Campbell Thornton,1
120016,Gloria Wekker,1
120024,M.H. Bonham,1
120035,Noël Coward,15
120086,Sabine Deitmer,1
120087,Celia Fremlin,4
120090,Ursula Curtiss,1
120091,Joshua Gamson,1
120093,Tracy Fobes,4
120106,W. Heath Robinson,2
120110,Elena Featherston,1
120112,Daphne Spain,1
120116,Lorraine Code,2
120131,John W. Schaum,1
120135,Mary E. Coffman Crocker,1
120141,Barbara Findlen,2
120157,Lee Jackson,8
120160,Susan Jeffords,1
120176,Longus,2
120185,James R. Hansen,2
120196,Nancy A. Naples,1
120203,Andy Bustanoby,1
120204,Felicity Pulman,2
120220,Ellen Howard,2
120226,Joseph L. Bast,1
120227,Tammy Yee,1
120228,Carolyn Sloan,1
120238,Richard L. Hamilton,1
120248,Christina Grof,1
120253,Barbie Zelizer,1
120257,Robert Thompson,1
120277,David Paul Nord,1
120278,Ian Hargreaves,1
120280,Dan Gillmor,1
120313,John R. Bradley,3
120314,Gary L. Greenwald,1
120324,James Lee,2
120327,Alison Smith,1
120335,Larry Huch,1
120337,Carla Barnhill,1
120341,Esphyr Slobodkina,7
120352,Peter Klein,1
120356,Brian McHale,1
120358,Shawn Frederick McHale,1
120361,Bonnie Hearn Hill,5
120374,Marcel Aymé,3
120377,Christopher Lloyd,3
120392,Elizabeth Guest,1
120395,Heidi Swanson,2
120396,Heidi Cortez,1
120401,David Benioff,11
120432,David O. Sears,1
120435,Kenneth R. Miller,2
120437,Pierre Loti,5
120440,Georges Courteline,1
120451,Leo Perutz,6
120474,Tommy Hilfiger,2
120476,Fraser Sutherland,1
120477,A.A. Carr,1
120479,Gregory Scofield,1
120490,Mary Ellen Chase,2
120495,Cynthia Carr,1
120505,Christiane Kubrick,1
120509,Peter McSherry,1
120514,Harvey C. Parker,1
120522,Frank L. Acuff,1
120525,John Shore,1
120527,Lê Thi Diem Thúy,3
120530,William Alsup,1
120534,Deborah J. Wolf,1
120535,Carole Matthews,18
120537,Mitch Finley,1
120547,Ethan M. Rasiel,1
120579,Robin May,1
120580,Richard Carpenter,3
120585,Elizabeth Cady Stanton,3
120602,Frank R. Abate,1
120610,James Adams,1
120622,Robin Gauldie,1
120647,Bernd H. Schmitt,1
120658,Shirley Robin Letwin,1
120660,Anthony C. Thiselton,2
120661,Kenichi Ohmae,3
120666,Bradford Matsen,1
120667,Doreen Baingana,1
120668,Stewart Moskowitz,1
120669,Leo Yerxa,1
120672,Adrian Castro,1
120673,Jenny Lee,3
120675,Joshua Slocum,3
120677,Steve Sleight,1
120679,Eamonn Butler,3
120682,John Gibb,1
120694,Roger Marshall,2
120699,A. Van Jordan,3
120700,John Rousmaniere,1
120708,Twain Braden,1
120711,John Davies,1
120712,Lynda Hull,1
120713,David Wojahn,2
120717,Richard Henderson,1
120730,Christopher J. Klicka,1
120732,Victoria Parker,1
120749,Christopher Wanjek,1
120758,Heather McHugh,6
120759,Lorrie Goldensohn,1
120760,Dana Levin,2
120775,David K. Johnson,1
120776,Nellie Stone Johnson,1
120780,Carl Dennis,3
120781,Gina Cascone,2
120797,David G. Brown,3
120822,Jeff Gundy,2
120823,Maggie Anderson,1
120827,Susan Moon,1
120832,Miranda Bliss,4
120835,Ajahn Brahm,3
120837,James Villas,3
120838,Molly Dannenmaier,1
120851,Maureen Heffernan,2
120859,Daniele Ryman,1
120860,Joan Peyser,1
120864,Michael Maloney,1
120867,Lawrence E. Babits,2
120872,Frederic Migayrou,1
120874,Aris Janigian,2
120876,Alessandro Rocca,1
120885,Linda St. John,2
120910,Richard Ohmann,1
120911,David Montgomery,2
120924,Traci L. Jones,1
120925,Liza Ketchum,1
120926,K.P. Yohannan,6
120948,Kelly Braffet,2
120957,David Hinshaw,1
120958,William Allen White,1
120966,Meenakshi Mukherjee,1
120983,Houman Sarshar,1
120988,Willem Vogelsang,1
120996,Dara Marks,1
120999,Madeleine A. Polland,1
121006,Janine Teisson,1
121016,Amit Chaudhuri,6
121018,George L. Hart III,1
121019,Sam Apple,1
121025,James A. Crutchfield,6
121027,Mara Leveritt,2
121028,Brandt Goldstein,1
121031,Kathlyn Gay,2
121043,Jay Mohr,2
121045,Stanley Cohen,3
121050,Danny Peary,4
121052,Jamie Harrison,4
121059,Jeremy Narby,3
121068,Erik Davis,2
121069,Mary E. Davis,1
121072,Janet E. Morris,6
121087,Jack Ridl,1
121088,Janet E. Gardner,1
121089,Peter Schakel,3
121091,Pope Paul VI,1
121116,Linda Cobb,4
121117,Paul B. Janeczko,11
121120,Franz Hartmann,1
121128,Steven Earnshaw,2
121130,Jack Reynolds,2
121135,Ihab Hassan,5
121139,Gail Jones,4
121141,Frank Moorhouse,4
121166,Franco Venturi,1
121167,Michael Arkush,1
121172,George Hersey,1
121174,Elizabeth A. Miles,2
121186,Yehuda Nir,1
121187,Sharna Olfman,1
121203,Tami Lehman-Wilzig,2
121216,Carlos Prieto,1
121217,Rob Booker,1
121232,Jacalyn Eddy,1
121236,Michael Landes,1
121240,Tim Ecott,1
121241,Elliott Hester,3
121251,William Gurstelle,4
121260,Matthew Polly,2
121263,Thomas A. Bailey,1
121265,Bonnie Marranca,1
121270,Donald R. Wright,1
121271,Thomas Hylland Eriksen,2
121273,Mark Shelton,1
121276,Terry Felber,2
121280,Daniel Rogov,1
121284,Paul Adshead,1
121286,Andrew D. Blechman,3
121294,Richard Harding Davis,3
121298,John Whitmore,1
121299,Buddy Davis,2
121313,William H. Hooks,1
121319,David F. Ford,3
121324,Sally Clarkson,3
121325,Jacques Bergier,1
121326,Philippe Djian,4
121338,John C.H. Wu,1
121341,Beth Beechwood,2
121342,Mordy Golding,1
121343,N.B. Grace,7
121357,Tim Matson,1
121364,Tim Pratt,3
121369,Gordon Brook-Shepherd,1
121372,Edward Beauclerk Maurice,1
121373,Peter D. Jeans,1
121381,Susan E. Harris,2
121390,Pony Club,1
121402,Skip Heitzig,1
121405,Elizabeth Doyle,1
121406,Tammy Hilz,1
121407,Mo Yan,1
121409,Wang Shifu,1
121415,Jeaneane Fowler,1
121443,Richard J. Trudeau,1
121450,Karen Gray Ruelle,3
121459,Patrick J. Ryan,1
121463,Jeremy J. Gray,1
121470,Len Fisher,2
121485,Marcelline Krafchick,1
121496,Nicholas J. Higham,3
121513,Nasdijj,3
121528,Charles Spencer,5
121536,Patricia Craig,4
121547,Philip Ward,3
121557,S.L. Viehl,11
121562,Cathy A. Malchiodi,4
121563,Jonathan Fineberg,2
121572,Alexandre Koyré,2
121577,Ji Lee,1
121579,Kirby Larson,4
121585,Katherine Hannigan,5
121587,Robert Lane,1
121591,Lawrence E. Walsh,1
121593,Charles Kurzman,1
121613,Liva Baker,1
121627,Howard Mumford Jones,1
121630,Adam Sharr,1
121631,Jeff E. Malpas,1
121639,Patricia Casey,2
121644,Lisa Light,1
121647,Pauline E. Chiarelli,1
121649,Debbie Ducommun,1
121651,Mary Amato,6
121656,Timothy Basil Ering,2
121664,Frederic B. Wildfang,1
121672,Batya Gur,1
121676,Siobhan Roberts,1
121688,Richard A. Muller,5
121698,Antonio Prohias,1
121701,Robert Peters,1
121703,Lauren Grodstein,1
121704,Elizabeth Somer,1
121713,Donald W. Engels,1
121714,John Harvey Kellogg,1
121717,Peggy Nicholson,1
121718,Jackie Merritt,8
121724,Megan Crane,4
121727,Ellyn Bache,2
121729,Chinmayananda Saraswati,1
121739,Stephen Skinner,2
121740,Marie Bruce,1
121745,Samuel Avery,1
121753,Barbara Condron,4
121759,Lisa Bonnice,1
121760,T.L.S. Sprigge,1
121761,W. Norris Clarke,2
121765,Vasilis Politis,1
121776,Barbara Sjoholm,3
121784,Barry Stroud,1
121798,Francesca Fremantle,1
121801,Bryan J. Cuevas,1
121802,W.Y. Evans-Wentz,2
121803,Ralph Metzner,1
121813,Brandon Bays,1
121814,Allen Say,17
121818,Marvin Bell,1
121819,Robert Moss,4
121820,John Tigges,1
121822,Barry Kemp,1
121825,Rob Thurman,3
121833,Kenneth Harris,1
121840,Kathleen Raine,2
121841,Eugene Taylor,1
121842,Wilson Van Dusen,1
121845,Rosamund Bartlett,1
121849,John C. Lilly,3
121853,James S. Fishkin,1
121859,Perry Deane Young,1
121861,David W. Galenson,2
121877,Palle Yourgrau,2
121887,Evan Bates,1
121888,Laurence G. Thompson,1
121893,Meir Shahar,2
121905,Gary Seaman,1
121908,Mu-Chou Poo,1
121912,Jordan D. Paper,2
121922,David Mills Daniel,2
121924,Barend J. Ter Haar,2
121927,Peter Constantine,2
121945,David Bender,1
121951,Karen Blumenthal,2
121954,Emily Martin,3
121959,S.H. Steinberg,1
121967,Christine Brooke-Rose,11
121979,Alan Hunter,3
122001,Celia Thomson,3
122005,James Kaye,1
122013,Judith Pierce Rosenberg,1
122014,Arthur Griffiths,1
122019,Susan Berry,2
122021,Gilbert C. Fite,1
122028,Lorraine Anderson,1
122039,Essential Works,1
122040,Jim Roberts,1
122042,Ann Belford Ulanov,1
122043,William Gerald McLoughlin,2
122047,Peter France,3
122051,Mitchell Begelman,1
122057,Jerry Roscoe,1
122066,Nina Morgan,1
122073,Nancy Armstrong,2
122074,Julian Pottage,1
122077,Jacob Howland,1
122078,Dick J. Reavis,1
122079,Patricia Bernstein,2
122081,James D. Tabor,3
122082,Stuart A. Wright,1
122085,Clifford L. Linedecker,7
122091,Michael Pennington,1
122092,Baruch Spinoza,4
122097,Randall Collins,4
122100,James T. Duke,1
122101,Frank Parkin,1
122102,Edwin M. Curley,1
122107,Don Garrett,1
122110,Gianrico Carofiglio,7
122114,Jonathan Bennett,2
122118,Gar Alperovitz,2
122121,Gregg Herken,1
122123,Marilyn Butler,3
122124,Richard K. Bernstein,1
122128,Jennifer Basye,1
122144,Daniel Dubuisson,1
122148,Isobel Armstrong,2
122151,Angus Calder,1
122158,Emma Goldrick,2
122187,Derek Robinson,8
122212,Aldo Buzzi,1
122233,Marcus du Sautoy,5
122238,Harold M. Edwards,1
122245,John M. Porter,1
122252,Chungliang Al Huang,1
122254,Steven Gerrard,2
122255,Roy Gerrard,6
122258,Mike Grell,3
122284,Robin Hahnel,3
122294,Thomas W. Phelan,5
122295,Andrew Troelsen,2
122301,Peter Duffy,3
122302,Anne Ursu,7
122314,Don Bassingthwaite,4
122316,Peter H. Lee,2
122335,Manfredo Tafuri,1
122336,Alvar Aalto,1
122371,John Newsinger,1
122374,Sheila Gilluly,1
122376,Angelo M. Codevilla,2
122387,Michael Burleigh,7
122390,Jeremy Shearmur,1
122391,H.B. Acton,1
122403,Gwyn Alfred Williams,1
122426,Elizabeth Hallam,5
122438,Barbara L. Bowling,1
122439,Chuck Berry,1
122443,David S. Mason,1
122445,Lewis Hill,1
122446,Wallace Thurman,3
122447,Jeff Beachbum Berry,1
122448,Joan Wallach Scott,3
122465,Gottfried Benn,1
122469,Carl Zuckmayer,1
122478,Karel C. Berkhoff,1
122479,Erich von Däniken,7
122481,Robert Schneider,1
122499,Rael Isacowitz,1
122500,Raël,2
122510,Roz Bailey,2
122511,Kathy Lette,7
122515,Ronald Dworkin,9
122518,Justine Burley,1
122519,Francine Shapiro,2
122528,Susan Dworkin,3
122532,Leslie Heywood,3
122539,Victoria Golden,1
122540,Diana Loevy,1
122546,Gina Ochsner,2
122549,Marty Mcnunn,1
122550,Michael Sims,3
122558,Chuck Kinder,3
122562,Angus Trumble,1
122566,Jay Atkinson,2
122579,John E. Alvis,2
122588,Iain McCalman,3
122589,Keith Wailoo,2
122592,June Foley,1
122594,Angelo Codevilla,1
122607,Jason Burke,3
122617,Conor Cruise O'Brien,1
122618,Doris Kutschbach,1
122620,John Milbank,3
122631,Rhys Hughes,5
122634,Gordon Hayward,1
122637,Linda Hayward,11
122648,Steve Bull,1
122654,Leslie McGuire,1
122656,Edward Christopher Williams,2
122662,Marla Frazee,6
122666,Scott Rutherford,1
122673,Bich Minh Nguyen,3
122674,Walpola Rahula,1
122675,Charlotte Kasl,6
122676,Bhikkhu Bodhi,2
122684,Tom Santopietro,3
122686,Ursula Kolbe,2
122688,Andrea Posner-Sanchez,5
122715,Roger W. Sinnott,1
122718,Alvin Granowsky,1
122720,Janet Perlman,3
122726,Jude Daly,2
122727,Jeremy Schaap,4
122729,Christina Hopkinson,2
122730,Susan Lowell,5
122731,Susan Meddaugh,17
122732,Dorothy Ko,1
122733,Sandi Takayama,1
122735,Barbara Ensor,1
122738,Joyce Carol Thomas,2
122739,Heidi Kilgras,1
122741,Joan M. Wolf,2
122744,George Peper,1
122749,Abby Ruoff,1
122750,Susan Zakin,1
122764,Andrea De Carlo,5
122787,Garrett Soden,1
122793,Callum Henderson,2
122794,Robert J. Wicks,4
122798,Ben Hamper,2
122803,Stephen Gilman,1
122822,Rebecca Chalker,1
122831,Cassandra Eason,14
122832,Richard A. Isay,2
122838,Tim Ernst,1
122841,Ellen Greene,1
122843,Guy Davenport,11
122849,Reginald A. Ray,5
122851,Simon Messingham,4
122853,Christy Campbell,1
122855,Mischa Berlinski,1
122858,Antonius C.G.M. Robben,1
122861,Beverly Newbold Chinas,1
122864,Jeffrey A. Sluka,1
122866,Bruce Jackson,1
122869,Barbara Gallatin Anderson,1
122886,Derek Raymond,11
122891,Lewis DeSoto,2
122903,Dennis J. Schmidt,1
122913,Eric Ryback,1
122917,Michael Gerber,5
122926,Travis S. Taylor,4
122933,Hazel Henderson,1
122962,Ronald A. Heifetz,1
122964,David Cottrell,3
122967,Adam Fifield,1
122979,Julie Mertus,2
122984,Raffael Scheck,1
122995,Laurie J. Marks,6
123001,Sara Anderson,2
123004,Jim Jinkins,3
123005,Joshua Muravchik,1
123007,Karen A. Mingst,1
123011,Lawrence Ziring,1
123020,Larry Berman,1
123023,Glenway Wescott,1
123027,John Page,1
123030,Robert S. de Ropp,2
123040,Billy Merrell,1
123042,Wesley McNair,3
123061,Eyal Press,2
123069,Stephen Duncombe,2
123071,James E. Zull,1
123072,Yang Jwing-Ming,6
123087,D.M. Cornish,2
123088,Joris-Karl Huysmans,5
123097,Oliver Green,1
123100,Keith Haring,2
123104,Rosemary Verey,1
123106,Diane Molleson,1
123108,Lea Wait,6
123109,William Durbin,11
123113,Victor Kelleher,5
123134,Libby Phillips Meggs,2
123135,Robert A. Carter,1
123138,Malika Mokeddem,1
123144,Margaret Donaldson,2
123145,Deirdre V. Lovecky,1
123154,Richard Drayton,1
123158,Anil Hemrajani,1
123167,Curt D. Meine,1
123169,Neil B. Carmony,1
123172,William Goyen,1
123177,James Gilligan,3
123203,Michael Maas,1
123205,Richard E. Kim,1
123208,Liza Wieland,2
123213,Elizabeth Gill,1
123214,Martha Raddatz,2
123218,John F. Marszalek,3
123220,John Gilchrist Barrett,3
123222,E.G. Carre,1
123269,Matt Bondurant,2
123271,Anselm Hollo,1
123276,Annette Evans,1
123277,Jane E. Gerver,1
123280,Paeony Lewis,2
123301,Emily Yoffe,1
123303,Liz Pryor,1
123304,Robert Royal,3
123307,Richard Lamb,1
123308,James L. Snyder,1
123310,Michelle Passoff,1
123316,Leslie B. Flynn,1
123318,Janusz Korczak,2
123319,UNICEF,1
123326,The Lee Pesky Learning Center,1
123328,Rudrangshu Mukherjee,1
123330,Rita Williams-Garcia,8
123341,Anne Holland,1
123352,James Emery White,3
123353,John Warren,1
123354,Ann Sung-hi Lee,1
123357,Kwang-chih Chang,2
123367,Greg Horn,2
123369,Greg Tobin,6
123373,Young Yang Chung,1
123375,Evelyn Hood,1
123376,Joseph Mitchell,4
123380,Ed Morales,1
123388,Mireille Liong-a-kong,1
123389,Lincoln Park,3
123396,John W. Cooper,1
123400,Isabel Vincent,2
123405,Belden C. Lane,2
123406,Michael E. McGerr,1
123407,Paul Colinvaux,2
123408,Marybeth Lorbiecki,4
123411,Kim Baldwin,5
123418,Kaffe Fassett,10
123419,Laurie Krebs,2
123429,Joe Boot,1
123432,Javier Auyero,1
123434,Richard P. Heitzenrater,1
123435,Jonathan Engel,3
123442,Tadashi Kobayashi,1
123455,Sandra Rodriguez Barron,1
123458,Jean Vanier,14
123461,Judy Kentor Schmauss,2
123463,Mary E. Pearson,5
123470,Gianfranco Poggi,1
123472,Ian S. Lustick,1
123482,Dorian Yeager,1
123483,Anne Bogart,2
123489,Laurence R. Veysey,1
123494,Neal Conan,1
123495,Mollie Hardwick,3
123497,David Rensin,2
123499,Martin Roth,3
123506,Thomas Lakeman,3
123510,Christopher Davies,2
123515,Mildred Ames,2
123522,Elizabeth Sutherland,1
123533,Jean-Noël Kapferer,1
123541,Gregory S. Clapper,1
123547,Jack,1
123549,Margaret Moore,29
123550,Brett Webb-Mitchell,1
123553,Bruce Van Patter,1
123559,Peter Wyden,4
123567,Tracy Price-Thompson,5
123569,Paul Malmont,3
123576,Paul David Tripp,6
123608,John McCleary,1
123609,John Milnor,1
123615,Christopher Hogwood,1
123617,Christopher Page,1
123619,Dennis Overbye,1
123620,Joseph A. Gallian,1
123623,Jeff Benedict,7
123625,David W. McFadden,4
123626,John E. Smelcer,1
123640,Thomas Powers,2
123642,L. Robert Keck,1
123643,Michael Crawford,1
123654,Richard P. Brennan,2
123673,Eric Paras,1
123676,Simon Conway Morris,2
123679,W.A. Mathieu,1
123703,Helen Turnbull,1
123710,Nick Yapp,1
123712,Michel Syrett,1
123715,Agatha Christie,352
123734,Hilary Kornblith,1
123743,Charles Chapman Pugh,1
123750,Robert B. Ash,1
123753,Doris Faber,1
123754,Volker R. Berghahn,1
123766,Gina Fields,1
123786,ShuShuShu Sakurai,1
123795,Minako Narita,5
123798,Phyllis Mindell,1
123799,Joan Pagano,1
123801,Barbara Stanny,3
123804,Mary Healy,1
123807,Terry Matlen,1
123814,Zbigniew Brzeziński,6
123816,Reza Safa,1
123820,Roxanne Varzi,1
123824,Maria O'Shea,1
123829,Jane Reichhold,1
123833,Siobhan Adcock,1
123838,Harold Gould Henderson,1
123839,Joel Derfner,1
123843,Cor van den Heuvel,3
123845,Bruce Ross,2
123846,James Rogauskas,1
123848,Mary K. Witte,1
123851,Clark Strand,2
123853,Kenneth Yasuda,1
123854,Maria Fire,1
123855,Miriam Chaikin,2
123857,Manu Bazzano,2
123859,Chad Davidson,1
123873,Simon,3
123878,Beth Lapides,1
123879,Josh Kornbluth,1
123881,William Warriner,1
123882,Nancy Brady,1
123883,Yuzuru Miura,1
123895,Mathilde Battistini,1
123899,Niki Daly,9
123901,Niki De Saint Phalle,1
123902,Ulrich Krempel,1
123914,Niki Anderson,1
