group,group_title,group_size,author,weighted_degree
G34,Paranormal romance & urban fantasy,64,Lisa Kleypas,6
G34,Paranormal romance & urban fantasy,64,Mary Jo Putney,6
G34,Paranormal romance & urban fantasy,64,Richelle Mead,6
G34,Paranormal romance & urban fantasy,64,Sam Cheever,6
G34,Paranormal romance & urban fantasy,64,Caitlin Kittredge,4
G34,Paranormal romance & urban fantasy,64,Cathy Maxwell,4
G34,Paranormal romance & urban fantasy,64,Elizabeth Vaughan,4
G34,Paranormal romance & urban fantasy,64,Jaci Burton,4
G34,Paranormal romance & urban fantasy,64,Jennifer Ashley,4
G34,Paranormal romance & urban fantasy,64,Jennifer Estep,4
G34,Paranormal romance & urban fantasy,64,Jill Monroe,4
G34,Paranormal romance & urban fantasy,64,Jon F. Merz,4
G34,Paranormal romance & urban fantasy,64,Samantha James,4
G34,Paranormal romance & urban fantasy,64,Teresa Medeiros,4
G34,Paranormal romance & urban fantasy,64,Virginia Kantra,4
G34,Paranormal romance & urban fantasy,64,Marjorie M. Liu,3
G34,Paranormal romance & urban fantasy,64,Alan Ball,2
G34,Paranormal romance & urban fantasy,64,Jill Barnett,2
G34,Paranormal romance & urban fantasy,64,Joss Ware,2
G34,Paranormal romance & urban fantasy,64,Lynsay Sands,2
G34,Paranormal romance & urban fantasy,64,Michele Hauf,2
G34,Paranormal romance & urban fantasy,64,Stephanie Tyler,2
G34,Paranormal romance & urban fantasy,64,Suzanne McLeod,2
G35,Women's commercial fiction,62,Gillian Flynn,83
G35,Women's commercial fiction,62,Sophie Kinsella,57
G35,Women's commercial fiction,62,Jojo Moyes,44
G35,Women's commercial fiction,62,Emily Giffin,37
G35,Women's commercial fiction,62,Marian Keyes,37
G35,Women's commercial fiction,62,Fannie Flagg,35
G35,Women's commercial fiction,62,Jill Mansell,34
G35,Women's commercial fiction,62,Jennifer Crusie,33
G35,Women's commercial fiction,62,Jenny Colgan,33
G35,Women's commercial fiction,62,Jennifer Weiner,32
G35,Women's commercial fiction,62,Tana French,29
G35,Women's commercial fiction,62,Helen Fielding,27
G35,Women's commercial fiction,62,Adriana Trigiani,26
G35,Women's commercial fiction,62,Cathy Kelly,24
G35,Women's commercial fiction,62,Paula Hawkins,24
G35,Women's commercial fiction,62,Jane Green,23
G35,Women's commercial fiction,62,Liane Moriarty,23
G35,Women's commercial fiction,62,Meg Cabot,23
G35,Women's commercial fiction,62,Carole Matthews,22
G35,Women's commercial fiction,62,Katie Fforde,21
G35,Women's commercial fiction,62,Maeve Binchy,21
G35,Women's commercial fiction,62,Rebecca Wells,19
G35,Women's commercial fiction,62,R.L. Stine,19
G35,Women's commercial fiction,62,Lucy Diamond,18
G35,Women's commercial fiction,62,Milly Johnson,17
G35,Women's commercial fiction,62,Jill Conner Browne,16
G35,Women's commercial fiction,62,Candace Bushnell,13
G35,Women's commercial fiction,62,Mary Kay,13
G35,Women's commercial fiction,62,Jane Costello,12
G35,Women's commercial fiction,62,Sarah Addison Allen,11
G35,Women's commercial fiction,62,Trisha Ashley,11
G35,Women's commercial fiction,62,David Nicholls,9
G35,Women's commercial fiction,62,Anne Frasier,8
G35,Women's commercial fiction,62,Christie Craig,8
G35,Women's commercial fiction,62,Imogen Edwards-Jones,8
G35,Women's commercial fiction,62,Jan Karon,8
G35,Women's commercial fiction,62,Tom Sharpe,8
G35,Women's commercial fiction,62,Veronica Henry,8
G35,Women's commercial fiction,62,Fiona Gibson,7
G35,Women's commercial fiction,62,Kaye Gibbons,7
G35,Women's commercial fiction,62,Adele Parks,6
G35,Women's commercial fiction,62,Jen Lancaster,6
G35,Women's commercial fiction,62,Lisa Jewell,5
G35,Women's commercial fiction,62,Patricia Scanlan,5
G35,Women's commercial fiction,62,Anna Maxted,4
G35,Women's commercial fiction,62,Chris Bohjalian,4
G35,Women's commercial fiction,62,Elizabeth Buchan,4
G35,Women's commercial fiction,62,Katie MacAlister,4
G35,Women's commercial fiction,62,Joanna Trollope,3
G35,Women's commercial fiction,62,Beth Harbison,2
G35,Women's commercial fiction,62,Charlie Brooker,2
G35,Women's commercial fiction,62,Dorothy Koomson,2
G35,Women's commercial fiction,62,Graeme Simsion,2
G35,Women's commercial fiction,62,Kristin Gore,2
G35,Women's commercial fiction,62,Laura Parker,2
G35,Women's commercial fiction,62,Lauren Weisberger,2
G35,Women's commercial fiction,62,Louise Rennison,2
G35,Women's commercial fiction,62,Lucy Dillon,2
G35,Women's commercial fiction,62,Mary Kay Andrews,2
G35,Women's commercial fiction,62,Pamela Morsi,2
G35,Women's commercial fiction,62,Penny Vincenzi,2
G35,Women's commercial fiction,62,Shari Lapena,2
G36,The Inklings & Christian fantasy,61,C.S. Lewis,340
G36,The Inklings & Christian fantasy,61,J.R.R. Tolkien,318
G36,The Inklings & Christian fantasy,61,Terry Pratchett,157
G36,The Inklings & Christian fantasy,61,Douglas Adams,103
G36,The Inklings & Christian fantasy,61,George MacDonald,94
G36,The Inklings & Christian fantasy,61,J.K. Rowling,93
G36,The Inklings & Christian fantasy,61,Philip Pullman,72
G36,The Inklings & Christian fantasy,61,Mervyn Peake,53
G36,The Inklings & Christian fantasy,61,Charles Williams,49
G36,The Inklings & Christian fantasy,61,Christopher Moore,42
G36,The Inklings & Christian fantasy,61,Lloyd Alexander,31
G36,The Inklings & Christian fantasy,61,Olaf Stapledon,30
G36,The Inklings & Christian fantasy,61,Madeleine L'Engle,29
G36,The Inklings & Christian fantasy,61,Susan Cooper,24
G36,The Inklings & Christian fantasy,61,Owen Barfield,23
G36,The Inklings & Christian fantasy,61,Piers Anthony,23
G36,The Inklings & Christian fantasy,61,Diana Wynne Jones,21
G36,The Inklings & Christian fantasy,61,Charlotte Gray,15
G36,The Inklings & Christian fantasy,61,Joy Davidman,14
G36,The Inklings & Christian fantasy,61,Alan Garner,10
G36,The Inklings & Christian fantasy,61,Gail Carson Levine,10
G36,The Inklings & Christian fantasy,61,Sebastian Faulks,9
G36,The Inklings & Christian fantasy,61,Shannon Hale,9
G36,The Inklings & Christian fantasy,61,Jasper Fforde,8
G36,The Inklings & Christian fantasy,61,Debra Doyle,6
G36,The Inklings & Christian fantasy,61,Frederick Buechner,6
G36,The Inklings & Christian fantasy,61,J.L. Granatstein,6
G36,The Inklings & Christian fantasy,61,Nancy Farmer,6
G36,The Inklings & Christian fantasy,61,Pat Barker,6
G36,The Inklings & Christian fantasy,61,Patricia C. Wrede,6
G36,The Inklings & Christian fantasy,61,Robert Rankin,6
G36,The Inklings & Christian fantasy,61,Sheldon Vanauken,6
G36,The Inklings & Christian fantasy,61,Tim Cook,6
G36,The Inklings & Christian fantasy,61,William Boyd,6
G36,The Inklings & Christian fantasy,61,Michael Ward,5
G36,The Inklings & Christian fantasy,61,Brian Jacques,4
G36,The Inklings & Christian fantasy,61,Clifford Chase,4
G36,The Inklings & Christian fantasy,61,Colin Duriez,4
G36,The Inklings & Christian fantasy,61,Garrett P. Serviss,4
G36,The Inklings & Christian fantasy,61,Ken McGoogan,4
G36,The Inklings & Christian fantasy,61,Will Ferguson,4
G36,The Inklings & Christian fantasy,61,Newt Scamander,3
G36,The Inklings & Christian fantasy,61,Carolyn Curtis,2
G36,The Inklings & Christian fantasy,61,Daniel Falconer,2
G36,The Inklings & Christian fantasy,61,Elizabeth Wein,2
G36,The Inklings & Christian fantasy,61,Elizabeth Yates,2
G36,The Inklings & Christian fantasy,61,Frances Hardinge,2
G36,The Inklings & Christian fantasy,61,Hayao Miyazaki,2
G36,The Inklings & Christian fantasy,61,James MacDonald,2
G36,The Inklings & Christian fantasy,61,Jeffrey Overstreet,2
G36,The Inklings & Christian fantasy,61,Jessica Day George,2
G36,The Inklings & Christian fantasy,61,Katherine Langrish,2
G36,The Inklings & Christian fantasy,61,Keith Ward,2
G36,The Inklings & Christian fantasy,61,Norton Juster,2
G36,The Inklings & Christian fantasy,61,Paul Copan,2
G36,The Inklings & Christian fantasy,61,Russell Smith,2
G36,The Inklings & Christian fantasy,61,Sarah Prineas,2
G36,The Inklings & Christian fantasy,61,Thomas Howard,2
G36,The Inklings & Christian fantasy,61,Verlyn Flieger,2
G36,The Inklings & Christian fantasy,61,Walter Farley,2
G36,The Inklings & Christian fantasy,61,William Barclay,2
G37,Canadian literature,60,Margaret Atwood,731
G37,Canadian literature,60,Alice Munro,406
G37,Canadian literature,60,Mavis Gallant,67
G37,Canadian literature,60,Robertson Davies,48
G37,Canadian literature,60,Margaret Laurence,45
G37,Canadian literature,60,Michael Ondaatje,45
G37,Canadian literature,60,Ali Smith,43
G37,Canadian literature,60,Alistair MacLeod,37
G37,Canadian literature,60,Carol Shields,37
G37,Canadian literature,60,Marshall McLuhan,35
G37,Canadian literature,60,David Mitchell,32
G37,Canadian literature,60,Chimamanda Ngozi Adichie,29
G37,Canadian literature,60,Stephen Leacock,25
G37,Canadian literature,60,Farley Mowat,20
G37,Canadian literature,60,Al Purdy,16
G37,Canadian literature,60,Anne Michaels,15
G37,Canadian literature,60,J.M. Coetzee,15
G37,Canadian literature,60,Mordecai Richler,14
G37,Canadian literature,60,Ann-Marie MacDonald,10
G37,Canadian literature,60,Iain Sinclair,10
G37,Canadian literature,60,Grey Owl,9
G37,Canadian literature,60,Joseph Boyden,8
G37,Canadian literature,60,Barbara Gowdy,7
G37,Canadian literature,60,Glenn Gould,7
G37,Canadian literature,60,Leila Aboulela,7
G37,Canadian literature,60,W.P. Kinsella,7
G37,Canadian literature,60,Elizabeth Smart,6
G37,Canadian literature,60,Hugh MacLennan,6
G37,Canadian literature,60,Jack Hodgins,6
G37,Canadian literature,60,Marina Lewycka,6
G37,Canadian literature,60,Michel Tremblay,6
G37,Canadian literature,60,Peter Gzowski,6
G37,Canadian literature,60,Pierre Berton,6
G37,Canadian literature,60,Pierre Trudeau,6
G37,Canadian literature,60,Robert Service,6
G37,Canadian literature,60,Timothy Findley,6
G37,Canadian literature,60,David Adams Richards,5
G37,Canadian literature,60,Helen Dunmore,5
G37,Canadian literature,60,Julian Barratt,5
G37,Canadian literature,60,Lorna Crozier,5
G37,Canadian literature,60,Neil Postman,5
G37,Canadian literature,60,Noel Fielding,5
G37,Canadian literature,60,Patrick Lane,5
G37,Canadian literature,60,Susan Musgrave,5
G37,Canadian literature,60,Jacques Ellul,4
G37,Canadian literature,60,James Lever,4
G37,Canadian literature,60,Jean Thompson,4
G37,Canadian literature,60,Stefano Benni,4
G37,Canadian literature,60,Susanna Moodie,4
G37,Canadian literature,60,W.O. Mitchell,4
G37,Canadian literature,60,Alessandro Baricco,2
G37,Canadian literature,60,Catharine Parr Traill,2
G37,Canadian literature,60,Damon Galgut,2
G37,Canadian literature,60,Gabrielle Roy,2
G37,Canadian literature,60,John Kenneth Galbraith,2
G37,Canadian literature,60,John McCrae,2
G37,Canadian literature,60,Katherine Govier,2
G37,Canadian literature,60,Stephen Lewis,2
G37,Canadian literature,60,Stuart McLean,2
G37,Canadian literature,60,Toby Litt,2
G38,The Beats,59,Allen Ginsberg,1148
G38,The Beats,59,Jack Kerouac,669
G38,The Beats,59,William S. Burroughs,197
G38,The Beats,59,Gary Snyder,182
G38,The Beats,59,Charles Bukowski,132
G38,The Beats,59,Gregory Corso,120
G38,The Beats,59,Lawrence Ferlinghetti,106
G38,The Beats,59,Abbie Hoffman,102
G38,The Beats,59,Timothy Leary,100
G38,The Beats,59,Neal Cassady,97
G38,The Beats,59,Ken Kesey,89
G38,The Beats,59,Tom Robbins,61
G38,The Beats,59,John Clellon Holmes,52
G38,The Beats,59,LeRoi Jones,51
G38,The Beats,59,Anne Waldman,38
G38,The Beats,59,Terry Southern,36
G38,The Beats,59,Malcolm Lowry,32
G38,The Beats,59,Ted Berrigan,27
G38,The Beats,59,Jerry Garcia,26
G38,The Beats,59,Brion Gysin,23
G38,The Beats,59,Bob Kaufman,22
G38,The Beats,59,Tom Hayden,21
G38,The Beats,59,Jack Spicer,20
G38,The Beats,59,Joyce Johnson,19
G38,The Beats,59,Kenneth Patchen,19
G38,The Beats,59,Richard Brautigan,18
G38,The Beats,59,Carolyn Cassady,17
G38,The Beats,59,Robert Anton Wilson,16
G38,The Beats,59,Terence McKenna,16
G38,The Beats,59,R.D. Laing,13
G38,The Beats,59,Hettie Jones,10
G38,The Beats,59,Andrei Codrescu,9
G38,The Beats,59,Barbara Guest,9
G38,The Beats,59,Daniel Ellsberg,9
G38,The Beats,59,Bill Graham,8
G38,The Beats,59,Hakim Bey,8
G38,The Beats,59,Robin Blaser,8
G38,The Beats,59,Ed Sanders,6
G38,The Beats,59,John Fante,6
G38,The Beats,59,Lew Welch,5
G38,The Beats,59,Ann Charters,4
G38,The Beats,59,Bruce Weigl,4
G38,The Beats,59,Daniel Pinchbeck,4
G38,The Beats,59,Grace Slick,4
G38,The Beats,59,Rick Strassman,3
G38,The Beats,59,Robert Hunter,3
G38,The Beats,59,Alexander Trocchi,2
G38,The Beats,59,Arthur Sze,2
G38,The Beats,59,Bruce Jay Friedman,2
G38,The Beats,59,Dale Pendell,2
G38,The Beats,59,Diane di Prima,2
G38,The Beats,59,Jeremy Narby,2
G38,The Beats,59,Jerome Rothenberg,2
G38,The Beats,59,John Hoffman,2
G38,The Beats,59,Michael Simmons,2
G38,The Beats,59,Paul Hoover,2
G38,The Beats,59,Peter Lamborn Wilson,2
G38,The Beats,59,Russ Kick,2
G38,The Beats,59,Stewart Brand,2
G39,Epic fantasy & YA blockbusters,59,George R.R. Martin,366
G39,Epic fantasy & YA blockbusters,59,Diana Gabaldon,56
G39,Epic fantasy & YA blockbusters,59,Gardner Dozois,49
G39,Epic fantasy & YA blockbusters,59,Terry Brooks,46
G39,Epic fantasy & YA blockbusters,59,Robin Hobb,44
G39,Epic fantasy & YA blockbusters,59,Tad Williams,44
G39,Epic fantasy & YA blockbusters,59,Rick Riordan,41
G39,Epic fantasy & YA blockbusters,59,Robert Jordan,40
G39,Epic fantasy & YA blockbusters,59,Suzanne Collins,39
G39,Epic fantasy & YA blockbusters,59,Stephenie Meyer,37
G39,Epic fantasy & YA blockbusters,59,Scott Lynch,35
G39,Epic fantasy & YA blockbusters,59,Cassandra Clare,33
G39,Epic fantasy & YA blockbusters,59,Tamora Pierce,32
G39,Epic fantasy & YA blockbusters,59,Brandon Sanderson,31
G39,Epic fantasy & YA blockbusters,59,Patrick Rothfuss,30
G39,Epic fantasy & YA blockbusters,59,Brandon Mull,29
G39,Epic fantasy & YA blockbusters,59,Raymond E. Feist,27
G39,Epic fantasy & YA blockbusters,59,Brent Weeks,25
G39,Epic fantasy & YA blockbusters,59,Terry Goodkind,23
G39,Epic fantasy & YA blockbusters,59,James Dashner,22
G39,Epic fantasy & YA blockbusters,59,Stephen R. Donaldson,21
G39,Epic fantasy & YA blockbusters,59,Peter V. Brett,20
G39,Epic fantasy & YA blockbusters,59,Christopher Paolini,17
G39,Epic fantasy & YA blockbusters,59,Jacqueline Carey,16
G39,Epic fantasy & YA blockbusters,59,Naomi Novik,16
G39,Epic fantasy & YA blockbusters,59,T.H. White,15
G39,Epic fantasy & YA blockbusters,59,Daniel Abraham,14
G39,Epic fantasy & YA blockbusters,59,Lois Lowry,14
G39,Epic fantasy & YA blockbusters,59,Nicola Griffith,12
G39,Epic fantasy & YA blockbusters,59,David Eddings,11
G39,Epic fantasy & YA blockbusters,59,Cecelia Holland,10
G39,Epic fantasy & YA blockbusters,59,Ridley Pearson,9
G39,Epic fantasy & YA blockbusters,59,Gordon Korman,8
G39,Epic fantasy & YA blockbusters,59,Kristin Cashore,8
G39,Epic fantasy & YA blockbusters,59,Jon Snow,7
G39,Epic fantasy & YA blockbusters,59,Peter Lerangis,7
G39,Epic fantasy & YA blockbusters,59,Steven Erikson,7
G39,Epic fantasy & YA blockbusters,59,Dennis L. McKiernan,6
G39,Epic fantasy & YA blockbusters,59,Libba Bray,6
G39,Epic fantasy & YA blockbusters,59,Robin McKinley,6
G39,Epic fantasy & YA blockbusters,59,Rick Yancey,5
G39,Epic fantasy & YA blockbusters,59,Stephen Leigh,5
G39,Epic fantasy & YA blockbusters,59,Ally Condie,4
G39,Epic fantasy & YA blockbusters,59,David Farland,4
G39,Epic fantasy & YA blockbusters,59,Fiona McIntosh,4
G39,Epic fantasy & YA blockbusters,59,Guy Gavriel Kay,4
G39,Epic fantasy & YA blockbusters,59,Jude Watson,4
G39,Epic fantasy & YA blockbusters,59,Luis Alberto Urrea,4
G39,Epic fantasy & YA blockbusters,59,Margaret Peterson Haddix,4
G39,Epic fantasy & YA blockbusters,59,Sara Douglass,4
G39,Epic fantasy & YA blockbusters,59,Rich Horton,3
G39,Epic fantasy & YA blockbusters,59,Sharon Kay Penman,3
G39,Epic fantasy & YA blockbusters,59,Ann M. Martin,2
G39,Epic fantasy & YA blockbusters,59,David Anthony Durham,2
G39,Epic fantasy & YA blockbusters,59,L.J. Smith,2
G39,Epic fantasy & YA blockbusters,59,Michael Grant,2
G39,Epic fantasy & YA blockbusters,59,Robert Holdstock,2
G39,Epic fantasy & YA blockbusters,59,Sandy Blair,2
G39,Epic fantasy & YA blockbusters,59,Scott Baker,2
G40,Latin American letters,58,Jorge Luis Borges,391
G40,Latin American letters,58,Pablo Neruda,373
G40,Latin American letters,58,Octavio Paz,105
G40,Latin American letters,58,Mario Vargas Llosa,81
G40,Latin American letters,58,Carlos Fuentes,70
G40,Latin American letters,58,Horacio Quiroga,60
G40,Latin American letters,58,W.S. Merwin,54
G40,Latin American letters,58,Fernando Pessoa,38
G40,Latin American letters,58,Bei Dao,27
G40,Latin American letters,58,Machado de Assis,27
G40,Latin American letters,58,Juan Rulfo,25
G40,Latin American letters,58,Gabriela Mistral,23
G40,Latin American letters,58,Adolfo Bioy Casares,21
G40,Latin American letters,58,Alejo Carpentier,19
G40,Latin American letters,58,Leopoldo Lugones,19
G40,Latin American letters,58,Clarice Lispector,16
G40,Latin American letters,58,Jorge Amado,16
G40,Latin American letters,58,Rosario Castellanos,15
G40,Latin American letters,58,Yehuda Amichai,15
G40,Latin American letters,58,Juan Carlos Onetti,14
G40,Latin American letters,58,Roberto Arlt,14
G40,Latin American letters,58,Augusto Monterroso,12
G40,Latin American letters,58,Elena Poniatowska,12
G40,Latin American letters,58,Guillermo Cabrera Infante,12
G40,Latin American letters,58,Vicente Huidobro,12
G40,Latin American letters,58,A.K. Ramanujan,10
G40,Latin American letters,58,Sergio Pitol,10
G40,Latin American letters,58,Jorge Edwards,9
G40,Latin American letters,58,Augusto Roa Bastos,8
G40,Latin American letters,58,Dino Buzzati,8
G40,Latin American letters,58,Carlos Drummond de Andrade,7
G40,Latin American letters,58,Francisco Coloane,7
G40,Latin American letters,58,Eliot Weinberger,6
G40,Latin American letters,58,Eugenio Montale,6
G40,Latin American letters,58,Lima Barreto,6
G40,Latin American letters,58,Mahmoud Darwish,6
G40,Latin American letters,58,Nicanor Parra,6
G40,Latin American letters,58,Oliverio Girondo,6
G40,Latin American letters,58,Pedro Lemebel,6
G40,Latin American letters,58,Silvina Ocampo,6
G40,Latin American letters,58,Vinicius de Moraes,6
G40,Latin American letters,58,Elena Garro,4
G40,Latin American letters,58,Giuseppe Ungaretti,4
G40,Latin American letters,58,Graciliano Ramos,4
G40,Latin American letters,58,Juan Villoro,4
G40,Latin American letters,58,Manuel Bandeira,4
G40,Latin American letters,58,Rafael Alberti,4
G40,Latin American letters,58,Reinaldo Arenas,4
G40,Latin American letters,58,Miguel Torga,3
G40,Latin American letters,58,Ricardo Piglia,3
G40,Latin American letters,58,Chico Buarque,2
G40,Latin American letters,58,Fernando del Paso,2
G40,Latin American letters,58,Fernando Vallejo,2
G40,Latin American letters,58,Leonardo Padura Fuentes,2
G40,Latin American letters,58,Marco Denevi,2
G40,Latin American letters,58,Pedro Salinas,2
G40,Latin American letters,58,Rubem Fonseca,2
G40,Latin American letters,58,Vasko Popa,2
G41,Minimalist & experimental short story,58,Raymond Carver,603
G41,Minimalist & experimental short story,58,Lorrie Moore,279
G41,Minimalist & experimental short story,58,Lydia Davis,273
G41,Minimalist & experimental short story,58,Richard Ford,170
G41,Minimalist & experimental short story,58,George Saunders,134
G41,Minimalist & experimental short story,58,Tobias Wolff,124
G41,Minimalist & experimental short story,58,Ann Beattie,120
G41,Minimalist & experimental short story,58,Donald Barthelme,118
G41,Minimalist & experimental short story,58,Edmund White,113
G41,Minimalist & experimental short story,58,Denis Johnson,112
G41,Minimalist & experimental short story,58,Steven Millhauser,105
G41,Minimalist & experimental short story,58,Mary Gaitskill,88
G41,Minimalist & experimental short story,58,Joy Williams,83
G41,Minimalist & experimental short story,58,Karen Russell,58
G41,Minimalist & experimental short story,58,Brian Evenson,46
G41,Minimalist & experimental short story,58,Ben Marcus,44
G41,Minimalist & experimental short story,58,Barry Hannah,41
G41,Minimalist & experimental short story,58,Amy Hempel,36
G41,Minimalist & experimental short story,58,James Salter,32
G41,Minimalist & experimental short story,58,Deborah Eisenberg,28
G41,Minimalist & experimental short story,58,Sam Lipsyte,28
G41,Minimalist & experimental short story,58,Andre Dubus,22
G41,Minimalist & experimental short story,58,Colum McCann,18
G41,Minimalist & experimental short story,58,Bernard Cooper,15
G41,Minimalist & experimental short story,58,Guy Davenport,12
G41,Minimalist & experimental short story,58,Norman Rush,12
G41,Minimalist & experimental short story,58,Leonard Michaels,11
G41,Minimalist & experimental short story,58,Mona Simpson,11
G41,Minimalist & experimental short story,58,Charles D'Ambrosio,10
G41,Minimalist & experimental short story,58,Joan Silber,10
G41,Minimalist & experimental short story,58,Nuruddin Farah,10
G41,Minimalist & experimental short story,58,Paul Monette,10
G41,Minimalist & experimental short story,58,David Wojnarowicz,9
G41,Minimalist & experimental short story,58,Harry Mathews,9
G41,Minimalist & experimental short story,58,Mary Robison,8
G41,Minimalist & experimental short story,58,Gary Lutz,7
G41,Minimalist & experimental short story,58,David Means,6
G41,Minimalist & experimental short story,58,Larry Kramer,6
G41,Minimalist & experimental short story,58,Gordon Lish,5
G41,Minimalist & experimental short story,58,Alice Fulton,4
G41,Minimalist & experimental short story,58,Andrew Holleran,4
G41,Minimalist & experimental short story,58,Essex Hemphill,4
G41,Minimalist & experimental short story,58,Felice Picano,4
G41,Minimalist & experimental short story,58,Pablo Medina,4
G41,Minimalist & experimental short story,58,Carolyn Chute,2
G41,Minimalist & experimental short story,58,Christopher Coe,2
G41,Minimalist & experimental short story,58,Chuck Kinder,2
G41,Minimalist & experimental short story,58,Dale Peck,2
G41,Minimalist & experimental short story,58,David Leavitt,2
G41,Minimalist & experimental short story,58,Diane Williams,2
G41,Minimalist & experimental short story,58,James Purdy,2
G41,Minimalist & experimental short story,58,Jane Leavy,2
G41,Minimalist & experimental short story,58,Kevin Wilson,2
G41,Minimalist & experimental short story,58,Maeve Brennan,2
G41,Minimalist & experimental short story,58,Michael Bronski,2
G41,Minimalist & experimental short story,58,Nicola Barker,2
G41,Minimalist & experimental short story,58,Stacey Levine,2
G41,Minimalist & experimental short story,58,Thom Jones,2
G42,The stage,55,Samuel Beckett,479
G42,The stage,55,Tennessee Williams,378
G42,The stage,55,Arthur Miller,168
G42,The stage,55,Eugene O'Neill,160
G42,The stage,55,Edward Albee,107
G42,The stage,55,David Mamet,83
G42,The stage,55,Harold Pinter,83
G42,The stage,55,Lillian Hellman,80
G42,The stage,55,Wole Soyinka,78
G42,The stage,55,Luigi Pirandello,68
G42,The stage,55,Henrik Ibsen,60
G42,The stage,55,Tony Kushner,53
G42,The stage,55,Tom Stoppard,50
G42,The stage,55,Sam Shepard,43
G42,The stage,55,August Strindberg,38
G42,The stage,55,David Henry Hwang,33
G42,The stage,55,August Wilson,27
G42,The stage,55,A.L. Kennedy,26
G42,The stage,55,Lorraine Hansberry,25
G42,The stage,55,John Osborne,22
G42,The stage,55,Suzan-Lori Parks,22
G42,The stage,55,Clifford Odets,21
G42,The stage,55,Diana Son,20
G42,The stage,55,Thomas Bernhard,19
G42,The stage,55,Luis Valdez,18
G42,The stage,55,Marsha Norman,18
G42,The stage,55,Joe Orton,16
G42,The stage,55,Alain Robbe-Grillet,15
G42,The stage,55,David Hare,14
G42,The stage,55,Wendy Wasserstein,14
G42,The stage,55,Christopher Durang,12
G42,The stage,55,Tina Howe,10
G42,The stage,55,Anne Bogart,8
G42,The stage,55,Harold Clurman,8
G42,The stage,55,John Guare,8
G42,The stage,55,Alan Ayckbourn,6
G42,The stage,55,Anna Deavere Smith,6
G42,The stage,55,Annie Ernaux,6
G42,The stage,55,Brian Friel,6
G42,The stage,55,David Ives,6
G42,The stage,55,Marie Redonnet,6
G42,The stage,55,Lynn Nottage,4
G42,The stage,55,Maxwell Anderson,4
G42,The stage,55,Neil Simon,4
G42,The stage,55,Timberlake Wertenbaker,4
G42,The stage,55,Boy George,2
G42,The stage,55,Caryl Churchill,2
G42,The stage,55,Dalton Trumbo,2
G42,The stage,55,Eavan Boland,2
G42,The stage,55,Grazia Deledda,2
G42,The stage,55,Patricia Bosworth,2
G42,The stage,55,Paula Vogel,2
G42,The stage,55,Robert Shaw,2
G42,The stage,55,Taslima Nasrin,2
G42,The stage,55,Terence Rattigan,2
G43,Travel writing,54,Sherwood Anderson,285
G43,Travel writing,54,Jerome K. Jerome,92
G43,Travel writing,54,Nathanael West,72
G43,Travel writing,54,Jan Morris,66
G43,Travel writing,54,Isabel Allende,56
G43,Travel writing,54,Sean Condon,56
G43,Travel writing,54,Pico Iyer,54
G43,Travel writing,54,Paul Theroux,53
G43,Travel writing,54,Bill Bryson,49
G43,Travel writing,54,Lawrence Durrell,48
G43,Travel writing,54,Alberto Moravia,45
G43,Travel writing,54,Tim Cahill,44
G43,Travel writing,54,Paul Krassner,38
G43,Travel writing,54,Laura Esquivel,35
G43,Travel writing,54,Elizabeth George,34
G43,Travel writing,54,Joyce Cary,33
G43,Travel writing,54,Alexa Albert,32
G43,Travel writing,54,Derek Jarman,32
G43,Travel writing,54,Jakusho Kwong,32
G43,Travel writing,54,Joshua Slocum,32
G43,Travel writing,54,Don George,30
G43,Travel writing,54,Simon Winchester,26
G43,Travel writing,54,Bruce Chatwin,24
G43,Travel writing,54,Danny Wallace,24
G43,Travel writing,54,David Downie,24
G43,Travel writing,54,Doug Lansky,24
G43,Travel writing,54,Joshua Clark,24
G43,Travel writing,54,Karl Taro Greenfeld,24
G43,Travel writing,54,Laura Resau,24
G43,Travel writing,54,Linda Watanabe McFerrin,24
G43,Travel writing,54,Michelle Richmond,24
G43,Travel writing,54,Rolf Potts,24
G43,Travel writing,54,Alexander McCall Smith,23
G43,Travel writing,54,Porochista Khakpour,23
G43,Travel writing,54,Jeff Greenwald,17
G43,Travel writing,54,Anthony Sattin,16
G43,Travel writing,54,Robert Twigger,16
G43,Travel writing,54,Tahir Shah,16
G43,Travel writing,54,James Fenton,13
G43,Travel writing,54,Wendell Steavenson,10
G43,Travel writing,54,James Hamilton-Paterson,9
G43,Travel writing,54,William Least Heat-Moon,8
G43,Travel writing,54,Paulo Coelho,7
G43,Travel writing,54,Gerald Durrell,6
G43,Travel writing,54,Tom Miller,6
G43,Travel writing,54,Colin Thubron,4
G43,Travel writing,54,Dervla Murphy,4
G43,Travel writing,54,Peter Mayle,4
G43,Travel writing,54,D.B.C. Pierre,3
G43,Travel writing,54,Isabel Hilton,2
G43,Travel writing,54,Mort Rosenblum,2
G43,Travel writing,54,Nicholas Shakespeare,2
G43,Travel writing,54,Rick Telander,2
G43,Travel writing,54,Tony Hawks,2
G44,The Romantics & the English poetic canon,50,William Shakespeare,737
G44,The Romantics & the English poetic canon,50,John Keats,564
G44,The Romantics & the English poetic canon,50,William Wordsworth,526
G44,The Romantics & the English poetic canon,50,William Blake,480
G44,The Romantics & the English poetic canon,50,John Donne,434
G44,The Romantics & the English poetic canon,50,Lord Byron,430
G44,The Romantics & the English poetic canon,50,Robert Browning,367
